time	MFCC
90.535	[0.15360335302658013, -0.016821891793295577, -0.058288512663424774, 0.11954642922644379, 0.095088287646990066, 0.047850227887066922]
90.674	[0.063389243443629645, -0.010272679386203923, -0.017823731932804343, 0.052529544482129341, 0.068946388863114424, 0.053675780685518759]
90.906	[0.039622540528432892, -0.001689561242584775, 0.036658161164349223, 0.06248282223268109, 0.1047686588238971, 0.057253969002605161]
91.162	[0.28818210890727325, -0.086454672141005592, -0.025189727283620709, 0.055331910683971877, 0.16611665030441192, 0.08479401999395407]
91.417	[0.34511480638831066, -0.14657717062551032, -0.0098800215002298429, 0.10213139126292071, 0.19354628666445414, 0.09599187001171279]
91.510	[0.14548303832074161, -0.10529911514686818, -0.04200950267287553, 0.081863179424188345, 0.049956667697729197, 0.068468368319388004]
92.021	[0.069730272349470199, -0.014657655201491041, 0.018519866569928441, 0.071581569103536441, 0.022445721432479082, -0.015264274149672059]
92.206	[0.0077759337083133581, -0.011886550957463509, -0.032189139333267842, 0.02656902781839339, 0.019976122404033334, -0.0026952062574978394]
92.439	[0.0031454045157544423, -0.060668269086883067, -0.037522091526844069, 0.07450871956220638, 0.048411202893955937, -0.0073574560874685229]
92.717	[0.33644762792847988, 0.059441895250379621, -0.064877929824071826, 0.15034358062602371, 0.13546101076544734, 0.032298117271621768]
92.764	[0.020599570725797982, -0.12559048682760668, -0.013741883233697856, 0.066862918884189118, 0.011855410780342326, 0.0099899130175703094]
92.996	[0.038064682624290858, -0.099464301705576588, -0.079200871667034087, -0.010546059398920003, 0.026431796923913703, -0.026383683865930891]
93.275	[-0.042774342804225034, -0.10911157600622659, -0.044420433892256805, 0.084016395682657369, 0.010323508435004939, 0.0090781817145864172]
93.321	[-0.10999797580573493, -0.11802668461026342, -0.05864977588590916, 0.0098479132377073744, 0.0034197590455511805, 0.022598204261023266]
93.623	[-0.10106318628865193, -0.11549957814324743, -0.017624421765007885, 0.015759786022306072, 0.014425969717938242, -0.0030820518160298749]
93.832	[0.052334240111306309, -0.053258823000695031, 0.029837325204309453, -0.019701315949099577, -0.042973286058255435, -0.0076624723567819495]
93.994	[0.039496842047881064, -0.097202139772345431, 0.017769652426908873, -0.0017980560456041783, 0.0042480861000762865, 0.016131002825200653]
94.157	[-0.063930434075497436, -0.1226132358915491, 0.0059529210330690283, 0.0044763759687632019, -0.067908367024670527, -0.043061998977130089]
94.366	[-0.035594586608114188, -0.12837762285446117, -0.041299515248931287, -0.072544680298381112, -0.067871687683489612, 0.012341400908117773]
94.482	[-0.11062054233490891, -0.25973838071891941, -0.11233868806296742, -0.080780957661048453, -0.086069696977565835, -0.020315370625367118]
94.691	[0.0010222038963339868, -0.19389080443160178, -0.16045514901445732, -0.020750592936877608, -0.033027390689474148, -0.051485243988816966]
94.900	[-0.025651307403033011, -0.14887583865822904, -0.10664751372281697, -0.027598778933236541, 0.01694432785220441, -0.0026334045636927546]
95.132	[0.16567640682077098, -0.26224250634918161, -0.21851631038096433, 0.022275459935579934, 0.10807605194234783, 0.062041281839802571]
95.179	[0.093387774066818321, -0.16007418181678357, -0.1451289727689227, -0.033225662291188222, -0.035165306938814485, 0.013001960621622564]
95.411	[-0.049861286236053244, -0.13831837362958918, -0.13046498720077188, -0.056953749172603069, -0.032855203502396478, -0.026526756112117193]
95.597	[0.24999474938667951, -0.076579738301962116, -0.026790543032090244, 0.031841842825313847, -0.044628843045409622, -0.015091298083122999]
95.666	[0.14957767900211708, -0.021429387565718903, -0.036428889044774794, 0.020702799344775678, 0.0037175745185270303, -0.018809303755281077]
95.945	[0.17456445854353644, -0.11573367868488678, -0.15786463263759051, -0.037821583203447195, -0.025997678165885101, -0.037565915737236458]
96.154	[0.20812467677007376, -0.16767972081132285, -0.058102343955933271, 0.0048124935494019659, -0.025488828759453495, 0.0051659271727761561]
96.293	[0.06764782923472959, -0.10020076167204396, -0.088057030106846998, -0.045510327915141771, -0.047729100590784258, -0.0071473264760363404]
96.502	[0.082837842943931497, -0.059211492654711415, -0.10913253581055068, -0.019529801575256411, 0.033238828080886851, -0.0093222804290495568]
96.688	[0.22454893792074485, -0.078874393980657237, -0.10073406593283288, 0.0074849996330669738, 0.037820991173394256, 0.013276081342967656]
96.943	[0.24940620334294555, -0.081225984601572293, -0.040264403067557443, 0.04203305929636586, 0.027112376191182629, 0.013432281335039894]
97.176	[0.1455254998988644, -0.036964138402669697, -0.099813603043803142, -0.038536903476052778, 0.01850009961929662, -0.013291488579807069]
97.454	[0.075788167886609831, -0.040511077452117655, -0.084899982336213459, -0.050900406515713294, -0.0031335026339286151, 0.018868296228702286]
97.710	[0.08292097667901574, 0.01579660513529528, -0.016454218165413551, 0.0011052252124639616, 0.016549829255067861, 0.0076661462028898304]
97.849	[0.23044872090362642, 0.051371086291760411, -0.059937642076954047, -0.047020399204087501, 0.016583814886333793, -0.0016469125399029996]
98.267	[0.040079658745769187, -0.036985631853762517, 0.02091848409841908, 0.015730069710314418, -0.046504215015187735, -0.011425169620668446]
98.360	[0.035616222418841569, -0.050267244958836679, -0.072496949967352023, 0.07877139558729454, -0.0051385654278274639, 0.044226281622850104]
98.499	[0.0011999963661826329, -0.14809389957606142, -0.070907551733778468, -0.041994447126046476, -0.048299752916043749, -0.014431498722895005]
98.615	[-0.012391003152114041, -0.1455938422167555, -0.089202374662222028, -0.0029246138250478781, -0.033659156401620684, 0.039300290386991434]
98.708	[0.024822076958877851, -0.077219010443650427, -0.042324572487421094, -0.053044006066877723, -0.0066074292230429875, 0.074563905185761975]
98.871	[0.015394986946591589, -0.15032048934176501, 0.020203975892392156, 0.075210701486857809, 0.012575762190492256, 0.1114874776695139]
99.033	[0.044033331879977565, -0.05668348181891162, 0.013283594930534562, 0.082859423348380853, 0.039738087416135957, -0.0070863489642661705]
99.219	[0.27455564081527184, -0.086286910085344781, -0.02443942715505279, -0.0095588078385383541, 0.02659070800790116, -0.022212036529372332]
99.312	[0.1512211486441315, -0.07482544939935365, -0.03928677029213596, 0.053463922740139856, 0.034551901260269725, -0.038184842205025257]
99.474	[0.22212343087618736, -0.028812224958843318, -0.19531015179037653, 0.08716982652740958, 0.0024358925411001146, 0.014881029248715748]
99.660	[0.15410178438196157, -0.1738280271486955, -0.11466329369398258, -0.017317277802010124, 0.039527941816932921, -0.055141235563242595]
99.730	[0.076850704075402163, -0.060252638946488447, -0.04302412297012867, 0.018751885866232679, 0.059818178313827707, -0.03037909153986517]
99.915	[0.097486047085014516, -0.026984405543082117, -0.15559856515954187, 0.075435501257788751, -0.0038449592122435428, -0.040529377235259498]
100.008	[0.1526181186416026, -0.15737863479773639, -0.0526687403003719, 0.030497565852990304, 0.050711209087749821, -0.07683834916847726]
100.055	[0.032040626397246016, -0.17914091434978571, -0.11370216297921075, 0.061803593790178531, -0.020057958124217325, 0.067306107135488361]
100.287	[0.015769384035685632, -0.18066784375276759, -0.058565199103244162, 0.010999558139833667, 0.019670766407093546, 0.0068269078146062229]
100.473	[0.0078553418986290445, -0.16107808037187432, -0.10358488723001366, -0.0011193553293454765, 0.032563095055209053, 0.023797562236491824]
100.705	[0.16527390371500988, -0.22668824614974206, -0.18672065630202084, 0.039323958636439726, 0.01594892982113703, 0.01649908728317637]
100.751	[0.031396011264327207, -0.17038025743768645, -0.11540909255059854, 0.034979896360061588, -0.023878108662309164, 0.019608414075527589]
100.914	[0.093996530956767174, -0.056404366810862722, -0.045786983737682772, -0.011766878485061654, -0.029452431177276681, -0.045025716016931824]
101.053	[0.19739865603208723, -0.039034436728968371, -0.0059765429570801535, 0.013956160166829448, -0.037740149170513465, -0.028922552644272299]
101.100	[0.179256611522566, -0.10650207269988669, -0.066497855430309519, -0.029992648731732664, 0.0010203510737799221, -0.092779475904154141]
101.402	[0.071275667477466567, -0.10215452040715689, -0.13741155947629216, 0.035520451848737998, 0.0070662017714714911, -0.038562222881707055]
101.587	[0.012242939721766145, -0.22525507703978148, -0.25478204372227475, -0.022200300703623742, -0.035592771350170194, -0.073293767402651713]
101.773	[0.33869161503948259, -0.20563032226270248, -0.16127846392841633, -0.071154558907217474, 0.098073868460878191, -0.0053870306913565719]
101.820	[0.20269863189320064, -0.17585314239518535, -0.1932336534631654, 0.0033366833827619493, 0.01778578208277902, -0.064540590144934781]
101.912	[0.050213057005585274, -0.13102967192663187, -0.076871836286770454, -0.028102773518286557, 0.035885612515456862, -0.01692176885398072]
102.679	[0.082700702412766752, 0.008911862243516316, -0.0070361523185342436, 0.025023100338969758, 0.024063206759599835, -0.016984948988114902]
102.795	[0.10368044222007346, 0.050446816929660514, 0.03650265097733825, 0.0060430921427039284, 0.060563227223683833, 0.013634368530206593]
102.888	[0.21974897985523842, -0.0081741548534491996, -0.072282457591241189, 0.070415042156960359, -0.0087899624541175232, 0.0030687867882028623]
102.957	[0.14740393208079425, -0.060982929003288139, 0.0037730257390389786, 0.06168705078790656, -0.0016294343444983033, -0.054659974849788323]
103.259	[0.02019990900250658, -0.12766879508477899, 0.028230978539362617, 0.12694182214935956, 0.033559926107467782, 0.020970034092691776]
103.352	[-0.003632786421560689, -0.11069665180318232, 0.010127708046828585, 0.021342308721770849, 0.012508562271757794, 0.022643203962716386]
103.584	[0.087583631319029936, -0.13790844935472271, -0.013813545100037799, -0.0034050480300782224, 0.010816713883945965, 0.074475597614195296]
103.724	[0.13149070777178665, -0.1500456557314104, -0.1199837561808583, 0.027253461160975007, 0.066334278731169344, 0.069939276876631026]
103.933	[0.012749946863498538, -0.11514860722595947, -0.087020892077261769, 0.026399674102344676, 0.078000107617909181, 0.060915780086485127]
104.025	[-0.019752322049643792, -0.12642018728411933, -0.0059426680360418474, -0.0016444274441748089, 0.046146211350262527, 0.028509265868697529]
104.165	[-0.027798582266789901, -0.16185645493289125, 0.046670510341076624, 0.052959529616204142, 0.018014043137835421, 0.07506991612544249]
104.443	[0.17336833304570376, 0.025894247864749878, 0.025318625133193599, 0.056717294872127282, -0.039727507076751413, -0.077397241646883302]
104.490	[0.025461645745696922, 0.030105228500788606, 0.050034751361526672, 0.042975315661353708, 0.018074008404074655, -0.0096614471802862704]
104.792	[-0.010982766991856399, 0.00081355439436249163, 0.080910132636563104, 0.022150063494666871, 0.021894312394003065, 0.039740938215063422]
104.954	[0.0060884560598442007, -0.063774389327778153, 0.049928149696873363, 0.044828248404839684, 0.054469363398403886, -0.00028742549452876669]
105.163	[0.042043552628848749, -0.094128602600648065, -0.044034658882169585, 0.075390794462049798, 0.0030096857506033835, 0.0001769074479566406]
105.372	[0.036834368693392926, -0.089698343719252172, -0.066044091372715635, 0.12401975317163146, 0.039040849247416659, 0.016390951398512058]
105.535	[0.066003014701971438, -0.093065201715652149, -0.022293777417956104, 0.10149676618129364, 0.072137982271396117, 0.061408081917961738]
105.628	[0.16438560309523212, -0.21155058714592179, -0.076959247391356719, 0.024904281292687017, 0.069620211077931274, 0.0047134018083480099]
105.837	[0.079703736999527985, -0.029474316608535587, 0.0041648738891058718, 0.011151483527191827, 0.026069495944886761, -0.0051730711161781379]
106.255	[-0.0014677001905438996, -0.038969706474964463, 0.04490292973810163, 0.018816374286110726, -0.025298804559664097, 0.013524664132831847]
106.371	[-0.0055841563171159176, -0.040145141025561507, 0.066452066418432085, 0.071296562272690642, -0.0043713360894489222, -0.013870791940842501]
106.463	[0.081871191340890478, -0.0073779346069750276, 0.033190085702886264, 0.044167169986063647, 0.021560752560779935, -0.048072564662343227]
106.580	[0.038578252643335677, -0.067780855475225693, 0.0046711588721167147, 0.066344048691225371, 0.051578141656727139, -0.0031417173506148028]
106.672	[0.026403124062625957, -0.027243589853322842, -0.029967392123656948, 0.060639689232732524, 0.039235645135805859, -0.061399254914361059]
106.951	[0.10948525276609405, -0.097400716019156855, -0.096346458013643277, 0.043164747061403039, 0.0019295460536961451, -0.050527350113876338]
107.114	[0.098470984428854602, -0.20359973866944003, -0.10520440004378483, -0.044739138014642126, -0.0046309439937167263, -0.046956061546628472]
107.276	[0.077449873821908682, -0.20453676979610405, -0.042781535756009986, 0.0091822178536049917, -0.0066772998164908431, -0.029551465294774742]
107.439	[-0.0028872558537455825, -0.16238961123750684, -0.13275415677682953, -0.033897070739761857, -0.019996100875311715, -0.063347931394106549]
107.555	[-0.055548988822901157, -0.19626100835052912, -0.11346005538379925, -0.017167463134218911, -0.049575059754155874, -0.047288973519456899]
107.624	[-0.026076194531745041, -0.067658213729473865, -0.11563890596169593, -0.056309513715663437, 0.0043084126394677428, -0.011505415581310968]
107.810	[0.12358568000095746, -0.093903932026697487, -0.051582626399351905, -0.020718300867596177, 0.017530355334437402, -0.029669706724357002]
107.996	[0.15440267627558626, -0.068344095901214666, 0.0069770509288743917, 0.041621023490784899, -0.0029852148576813, -0.05687973622777532]
108.275	[0.060718803580716116, -0.069834680494532536, -0.0019491572302068824, -0.00064295406269958223, -0.019347453793273846, -0.03614371692774624]
108.484	[0.12059858329411959, -0.13849589381074198, -0.034594608435440904, -0.030325368872099429, -0.096351648789444688, -0.076440988455690681]
108.623	[0.078876599271492279, -0.091131846314519205, -0.12112031748917547, -0.00708962855909005, -0.014354475345496743, 0.0087003441850869966]
108.832	[0.032348399705249782, -0.1943249857706377, -0.13645814214224161, -0.01554845550310403, -0.047579381979448498, -0.009683099677740177]
108.948	[-0.034072052083551831, -0.14482346369515542, -0.14844899352832172, -0.092318756447763342, 0.0064172811132729851, 0.0068244445805614781]
109.180	[-0.036255327220499504, -0.1614860601555046, -0.13057932237937364, -0.017753847992413318, -0.022568594205251747, -0.039664871772246126]
109.366	[0.015412555042817395, -0.23856393734355516, -0.15232526481837178, -0.05539855245712963, 0.013985894391784362, -0.073808401900219367]
109.575	[0.1052275363970915, -0.057975828374545256, -0.025427707405452898, -0.0013856264892702567, 0.0038191704541385299, -0.0061984185495385525]
109.830	[0.050572380906317334, -0.022921335874881082, -0.018217104456144134, -0.0085758316796957258, -0.0044241796131026323, 0.016261257844771268]
109.970	[0.33711988313560587, -0.16726406744276234, -0.067848586958778781, 0.023079600541479419, -0.0032085538611834157, -0.0022676348961384965]
110.109	[0.25911749776159843, -0.018657205102644289, -0.020486024233083849, 0.036313659013617446, 0.046853856360434987, 0.0060565954275925591]
110.155	[0.11868040583345678, -0.083315463631685086, -0.086931877143713768, 0.010501023182404246, 0.036713383308862535, 0.044288096453527291]
110.481	[0.20766642767804044, -0.071995892702897385, -0.12341412540621351, 0.053563890715823313, 0.0056767858092954867, -0.018110337148381409]
110.643	[0.22402772946038024, -0.017094401482622954, -0.04634712699707471, 0.059474777667618973, 0.038951115747495511, 0.047403671629636115]
110.736	[0.21342827599846143, -0.050138105867100706, -0.035606063972744288, 0.039865677979141499, 0.050769833160880941, 0.017009169254703957]
110.968	[0.11686953681843773, -0.030799956624678118, -0.06924727950272451, 0.00024409357069649442, 0.018824724698382738, -0.015548864558280001]
111.131	[0.34100005855180421, -0.046140884712132131, -0.13513780145222548, 0.042540320932239743, 0.063117797304908727, -0.0086888924676200435]
111.270	[0.17378093941584952, 0.072326963333200142, -0.045531910520385216, -0.050914120479322075, 0.077013413675567521, 0.066303624657028257]
111.340	[0.12449244168798761, -0.011001263310238841, -0.044988856044526716, -0.0018587507625152161, -0.0012436966902624833, -0.0085236924934515967]
111.502	[0.04318543777220156, -0.054265382311264265, -0.062763703580181199, 0.0027514822618867427, 0.040549888546362801, 0.041848920353301171]
111.642	[0.049475778430315608, -0.058167082935184071, -0.058603792448450702, -0.0023376857414829184, 0.035496159283768439, 0.020036966586761851]
111.943	[0.073190984287848398, -0.014565465702239799, -0.062223540009149411, -0.036005625967511452, -0.00085471999781537274, 0.0068050459984351427]
112.152	[0.050391119412534241, -0.078662862640323197, -0.034363006814015988, 0.031689433960726744, -0.0096193526139623092, 0.020918590013426455]
112.454	[0.37498731416836667, -0.12139732429934416, -0.022198293719772055, -0.079272449988319921, -0.042364963406656408, 0.11743635648004253]
112.477	[0.086353633735536423, -0.10659375114802336, -0.024106064025152779, 0.02353190354764971, 0.0066924574570133627, -0.0022071941441808409]
112.756	[-0.015867741042845423, -0.081642188312787453, -0.09628569815766666, -0.03628596227140448, 0.089106743928370966, -0.031167046504748264]
112.849	[0.12132739520868317, -0.052743283969383936, -0.084600032869104128, -0.075176364784303409, 0.050910906409631411, -0.084496501605003757]
112.988	[0.09922692975917094, -0.043222297578764161, -0.02437715543280539, 0.0092061047660394451, -0.0013354422293149896, -0.12227779666983189]
113.104	[0.1215699935365359, 0.00099877861460219951, -0.011764591576326694, 0.075808640059330246, 0.0077125118500174844, -0.016492650690865491]
113.337	[0.046392839306606821, 0.0067013303217530141, -0.050303013710525847, 0.057157980398944416, 0.039046141049755484, 0.019624821364748583]
113.453	[0.11987071336908869, 0.0054846785586210953, -0.081889335975450686, 0.067371050696694995, 0.02330409570925341, -0.088627710387786274]
113.662	[0.021172857537482059, -0.026918739792225185, 0.0045137000878328918, 0.050969509991579717, -0.0012881565378479792, 0.013767654409051986]
113.847	[0.077368262650258493, -0.078484266919963311, -0.039173954631631654, 0.075018239729929992, 0.0068869612782958729, 0.010128129210921977]
113.987	[-0.018676081401660011, -0.092199701728024552, 0.0072610758775773065, 0.041493471443139154, 0.039615821213706048, 0.03329619637881704]
114.173	[0.06894003601441745, -0.15637099566425186, -0.07103106069119948, 0.012174767988037309, 0.0050290858618688671, -0.00069349384786569735]
114.405	[0.10629026374312973, -0.22303422951505189, -0.10778780237972233, -0.048613609831268723, -0.030056780191108249, -0.010899723199177409]
114.544	[-0.040558044208079999, -0.16677239169289931, -0.11234534584583129, 0.01524677616041085, 0.065399949620069217, 0.062963178542404449]
114.637	[0.022086909799726454, -0.18167499185526853, -0.11395744886383974, -0.017427283836839821, 0.049629473924116534, -0.0077762853727846391]
114.730	[0.18855905301334142, -0.23360703716096462, -0.13528811969013044, 0.052911775736066674, 0.040585732589148653, 0.029850408888901024]
114.823	[0.13181166338980876, -0.18105885937289554, -0.11756705555174267, 0.02811534127284817, 0.039756957313755524, 0.022903946789296064]
115.078	[0.096736705415897739, -0.071152748405936161, -0.062381152419721773, 0.070160568984542968, -0.043860205281214946, -0.042470941321912349]
115.217	[0.0068974201533201374, -0.084367776108968826, -0.098803504563861541, 0.02031792950895097, 0.0034453256912005963, -0.076061539598282046]
115.310	[0.054187973641120372, -0.11074108812969534, -0.11486382282925349, 0.013437880208582184, 0.0012961380183262527, -0.028065434340411533]
115.519	[0.10249371480279612, -0.14830663722583279, -0.10067104117446304, 0.028642537261674084, -0.026849758730940882, 0.012108611780214404]
115.751	[0.070653684726625213, -0.25210328327804998, -0.15907656318103877, -0.071736522560349847, 0.0031622902352524034, -0.028101555824673472]
115.891	[0.099264593443336976, -0.12660061057956479, -0.15200243060173463, -0.061267239947319869, -0.0067961956203102776, -0.035897234941582486]
115.960	[0.17965631198674925, -0.17672595286828657, -0.02742435751030025, -0.040228026506566823, 0.027227016312674993, 0.023664992935985004]
116.100	[0.047216270780997008, -0.12925576932844832, -0.11623291574694526, -0.0088500054414332868, -0.033234522640448898, -0.031005985975825535]
116.634	[0.1631266902844038, -0.25409195971919074, -0.072053129960582316, 0.027643183060202151, 0.071910364257331272, -0.044580729644280365]
116.680	[0.10533556112091455, 0.0094737500741404572, 0.02256891115810776, 0.034305094671140859, 0.0033329948340549667, -0.029548778336920756]
116.959	[0.43915890020326637, 0.049930485316708954, 0.025355330424112324, 0.036056916861680458, 0.0029703282732774393, -0.043767063138057311]
117.029	[0.19277255718380953, -0.027604484265827671, 0.0079951565479718517, 0.070191756857579057, 0.0090390537229637705, -0.061280492581071225]
117.145	[-0.0014758149289745407, -0.10501655618715416, 0.034370244640873397, 0.046110231250968914, -0.02683705842689656, 0.006342651562467729]
117.307	[0.094847380760214206, -0.02626480344019862, 0.0869734644404494, 0.047704288487752371, -0.015759034849831984, 0.025539180966503261]
117.377	[0.062873607929428685, -0.092739994265981715, -0.013459404076949157, 0.033085422564726144, 0.013158422801374242, 0.044183094998592257]
117.656	[0.010206114961217528, -0.11201434986269172, -0.069507379596008251, -0.00044717081587415902, 0.072945252260354712, 0.06274779493016959]
117.748	[0.08632199618103803, -0.13291331437253667, -0.082889007590556729, 0.052930423835751778, 0.079848515962261127, 0.047063484907993919]
117.818	[0.09470529102997341, -0.15046058976201959, -0.066424147257958213, -0.019108658067351379, 0.032963819607116279, 0.026226538941898817]
118.143	[0.073336065030627381, -0.1628781329429369, -0.094015017086289066, 0.079232292800131693, 0.069434843123856421, 0.099801315400914511]
118.213	[-0.018138204199471201, -0.19755358621746227, -0.10612823686284804, 0.050613226327571842, 0.074249722658839903, -0.046965327695501644]
118.468	[0.010656665088781176, -0.036829608694043503, 0.030846035537174393, 0.042987438443431003, 0.0083729398337063395, -0.068993432906511859]
118.677	[0.34264803218571294, -0.012512824617098361, -0.088594983391346402, 0.17861728692396775, 0.13121903001993315, -0.058603420047223666]
118.770	[0.077257208054863857, 0.037757437695646892, 0.065582016736731905, 0.11964757507762673, 0.074094271350893554, -0.00072219079773872322]
118.863	[0.18772705328450046, -0.026990295339091263, 0.02431772310466224, 0.11106492101463193, 0.03848174341692509, 0.027456206975217761]
119.095	[0.18276777379680448, -0.072786617966073414, 0.011955542867648321, 0.057409842288797593, 0.069552616616928215, 0.034610663394437094]
119.258	[0.11609616437711306, -0.087675354659453392, 0.049770829342176727, 0.038721741827157499, 0.028678185064587434, 0.071234680788636082]
119.443	[0.1503509582791922, -0.090082328093670991, 0.00092602802399084573, 0.049936001437345799, 0.076518750198624613, 0.082434489424876384]
119.560	[0.097253451404973004, -0.097704492029068918, -0.033010334848144252, 0.081315602171831966, 0.094854078865722988, 0.034307556831372259]
119.676	[0.13298757679924014, -0.12663350191818346, -0.099408306127375473, 0.11857871075984328, 0.24611371034798316, 0.061162166477799242]
119.792	[0.16336655360009383, -0.1110829529936694, -0.067406868753073015, 0.12183086576191465, 0.14240076961530912, 0.053824707078914312]
119.908	[0.076463878394629967, -0.081628677334181374, -0.14500318900659404, 0.12635356695882916, 0.033517548619894914, 0.068117095957682741]
120.279	[0.058502372003752023, 0.055073105542118417, -0.012970694453138474, 0.062194766177597713, -0.01236494890838692, -0.015646715219049045]
120.395	[0.037681685802042564, 0.0053722380473438013, 0.016733197231803908, 0.054662248695218185, 0.00079327178110755745, -0.051060909706767695]
120.697	[0.056291461131984952, -0.0023155624444155579, 0.057860706449716241, 0.097393969433678562, -0.01553486786738933, -0.081982578016603733]
120.744	[0.039701875781178876, -0.088041697850648429, 0.019912522080593735, 0.12112467094605635, 0.043749685604180778, -0.018781471706851849]
120.860	[0.035299958373548636, -0.10252681660923701, 0.024974414465259331, 0.054814700988902947, -0.010956920504923683, 0.038138856055532036]
121.139	[0.049738491024713304, -0.17928830812647664, 0.037344166591840949, 0.14146493020078998, -0.012614984393815976, 0.00082307678593970563]
121.255	[0.011975690473186201, -0.19514325553384029, 0.085732436709706664, 0.012698551703519754, -0.048142974654732357, 0.012211043789558106]
121.301	[0.059789108753588734, -0.15859138981441978, 0.0099203741251630163, 0.018666156149054026, -0.063119457244925098, 0.0081547306796896455]
121.626	[0.013609609504224749, -0.18911123849290734, 0.038913011822135676, 0.049559680253385835, -0.012978978632541188, -0.0130484668999842]
121.742	[0.069700294469472915, -0.1942388525295306, -0.049297972399300914, -0.056307619375059043, 0.035782027007385621, -0.046331173233466055]
121.835	[-0.012859062677665302, -0.17924091855727084, -0.052058379882514313, -0.010552762761733303, -0.010399969113148791, -0.063650951375620088]
121.974	[0.063746886634494723, -0.21129488373856503, -0.074195954037314424, 0.068634295120281075, -0.07083959046846626, 0.0077446486815228701]
122.160	[0.21822247335712253, -0.11114869232899251, 0.039091211356725518, 0.02587154367879433, -0.16486701267349574, 0.015045828501575164]
122.230	[0.088769366982200892, -0.053570643629000818, 0.060220299772643426, 3.2139919848929189e-05, -0.016153557944906183, -0.069870136085486631]
122.462	[0.053384527769177806, -0.10917717264318948, 0.022829300791204529, 0.010693761155362346, -0.033160891703944192, -0.027424896052205508]
122.625	[0.018950348516181516, -0.098592802364122933, -0.024233869905348308, -0.0064270522101812369, -0.057359907869530019, -0.041198768737186142]
122.880	[0.011441369970489954, -0.30558690081863371, -0.079472158305873314, -0.028777191312165096, -0.064057997510788001, -0.0071773723018100167]
123.019	[0.0089364688897700193, -0.080457463778708091, -0.032371175985077175, -0.033211251406006101, 0.015625392700898383, 0.023568617977530466]
123.066	[-0.065933752773083554, -0.22074932965835309, -0.093674725721792279, -0.09271622911076588, -0.047665033975809359, 0.036509892857860729]
123.182	[0.11721014196133143, -0.23202734939420755, -0.063056894530603175, -0.008751556155797955, -0.032521502701739327, -0.012686613550730075]
123.484	[-0.052362761169834779, -0.27137698896614759, -0.16312624019011962, -0.026696521108097147, 0.017535958212149018, 0.063017423944417894]
123.623	[0.095230497242460271, -0.07282638960492735, -0.056078898450963859, -0.00036983874834763987, 0.018211502816080864, 0.014984245741334029]
123.948	[0.38654464355655727, 0.045421274768929487, -0.0092762016476109505, -0.082594404717587652, -0.041717358200653552, 0.02265456184619544]
124.041	[0.053630141267696288, 0.013968105987881875, 0.019172031441374637, 0.025461660616346717, -0.0012079728377464671, -0.022770190992631414]
124.204	[0.23247342666290244, -0.075717090256118447, -0.091223888995433766, -0.01684683462065938, -0.021605430450956732, 0.057002529231994246]
124.413	[0.041212831983222543, -0.058596520476372212, -0.070370787652697372, -0.036097739756565772, 0.014900203509778503, -0.019169694064408958]
124.621	[0.13569853205602828, -0.028924522468870815, -0.069250558350679628, -0.021383997499980524, 0.023388259723779416, 0.0037877545287851714]
124.830	[0.28396154030220233, -0.076832119764196766, -0.12802693434061646, -0.0050849955423535285, 0.043382814990139976, 0.0066009308611525612]
125.039	[0.13002894902514561, -0.029673023015100806, -0.074132997470070752, -0.042966094642108953, -0.00038093258287019645, 0.035602157534563812]
125.248	[0.054929717059891692, -0.039188141778458301, -0.067378647244671241, -0.0077666396368322038, 0.053029163798089592, 0.04657602833007593]
125.550	[-0.020533702580497512, -0.12645087870012178, -0.11027468565248441, -0.024476613301816854, -0.0096188645263690972, -0.01263299607416315]
125.690	[0.64643154958288562, 0.14666310083664008, -0.028506265810180311, -0.014294733930943203, -0.01690011010978976, -0.057888795789211925]
125.713	[0.1422386715868541, 0.027548601544258058, -0.013557308398313161, 0.0085758903669203353, 0.022286832055590754, -0.011085492389859944]
125.852	[0.20003891213002159, -0.019146702565361998, -0.054964405150274745, 0.006811654431568925, 0.03476570603028406, 0.012596645170139443]
126.154	[0.10990872062983877, 0.053833940948996989, 0.019516013411995634, 0.00087473589809502518, -0.0041425605754437161, 0.00015406692454931993]
126.224	[0.12732741316555313, 0.056373034442701711, 0.018300248508885935, 0.0086849666752091739, -0.010525149579881763, -0.025279586702104645]
126.293	[0.28871768572774881, 0.00064830766779256559, -0.045399607012132186, 0.0010277200303398103, 0.023142443921813607, -0.026713482783121557]
126.618	[0.1039704994672121, 0.038468943243524387, -0.002941863656829539, -0.0014090462135524793, 0.003115272797737267, -0.023276351652872673]
126.665	[0.039467160881031985, -0.0051079590975311954, -0.0060780715409654486, 0.00041819953914536134, 0.0044080811319203951, 0.0038059489226098765]
126.851	[0.23354219504126533, -0.017707424638409436, -0.15538969519012386, -0.0062385444423442502, 0.083619294004878469, -0.015975834189744395]
126.990	[0.11568943297422708, -0.11404256598465114, -0.088359092187478949, -0.0027240421004095976, 0.032996422662197204, 0.0043035756863683671]
127.106	[-0.012185103406313859, -0.05202207184395561, -0.023237291500721194, 0.012895445854378212, 0.010884167341334766, 0.014859269846720367]
127.245	[0.088695893231969844, -0.032776499864181512, -0.043542848596965847, 0.023729537349510672, 0.01495675605210214, -0.018756217087176612]
127.478	[0.13056405164080978, -0.054465181697342352, -0.044383487960280001, 0.022107032981495515, 0.015572955642795972, 0.0053170895660933064]
