time	noteName	noteMIDI	noteKey	noteOctave
208.260	F#	78	6	5
208.515	F	29	5	1
208.771	C	48	0	3
209.003	C	36	0	2
209.258	C	48	0	3
209.281	G#	32	8	1
209.514	F	41	5	2
209.769	A#	70	10	4
209.885	D#	39	3	2
210.001	C	36	0	2
210.257	D	38	2	2
210.512	D#	39	3	2
210.768	D#	39	3	2
211.000	C#	73	1	5
211.023	D	38	2	2
211.255	A#	34	10	1
211.511	C	36	0	2
211.766	G	79	7	5
212.021	D	38	2	2
212.254	C	36	0	2
212.509	G	31	7	1
212.648	C	72	0	5
212.764	A#	34	10	1
213.020	A	33	9	1
213.252	F	41	5	2
213.531	A	45	9	2
213.577	G	31	7	1
213.763	D#	39	3	2
214.018	C#	37	1	2
214.251	C	60	0	4
214.274	A#	46	10	2
214.506	A#	34	10	1
214.761	B	47	11	2
215.017	F	41	5	2
215.272	A#	34	10	1
215.528	C#	37	1	2
215.760	A	81	9	5
216.015	C	36	0	2
216.271	C	60	0	4
216.503	F#	30	6	1
216.758	C	36	0	2
217.014	B	35	11	1
217.269	F#	30	6	1
217.501	C	72	0	5
217.525	F	29	5	1
217.757	G#	32	8	1
218.012	B	35	11	1
218.268	D	38	2	2
218.500	D#	39	3	2
218.755	D#	39	3	2
219.011	F	53	5	3
219.034	D	38	2	2
219.266	C	36	0	2
219.521	D#	39	3	2
219.638	F	89	5	6
219.754	F	77	5	5
220.009	D	38	2	2
220.264	B	35	11	1
220.520	D	38	2	2
220.682	F	77	5	5
220.775	A	33	9	1
221.008	A#	34	10	1
221.263	F	41	5	2
221.518	D	38	2	2
221.774	D#	39	3	2
222.006	A#	34	10	1
222.261	C	72	0	5
222.285	A#	94	10	6
222.517	C	36	0	2
222.772	G#	44	8	2
222.888	D	62	2	4
223.004	F	41	5	2
223.260	D#	39	3	2
223.515	C#	37	1	2
223.771	C	84	0	6
224.003	A#	34	10	1
224.142	E	100	4	7
224.258	B	35	11	1
224.514	F	29	5	1
224.769	C	36	0	2
225.001	C	36	0	2
225.141	F	77	5	5
225.396	F	89	5	6
225.535	B	35	11	1
225.768	C	72	0	5
225.930	F	29	5	1
226.023	D#	39	3	2
226.255	D	38	2	2
226.511	D#	39	3	2
226.766	D	38	2	2
227.021	D	38	2	2
227.254	F	53	5	3
227.277	G	43	7	2
227.579	C	24	0	1
227.672	G	91	7	6
227.765	C	72	0	5
228.020	D	38	2	2
228.159	C	36	0	2
228.252	B	35	11	1
228.508	D	38	2	2
228.763	A	45	9	2
228.879	C	84	0	6
229.018	A	33	9	1
229.251	F	41	5	2
229.436	E	40	4	2
229.622	A	81	9	5
229.761	D#	39	3	2
230.017	C	36	0	2
230.272	D	38	2	2
230.504	F	53	5	3
230.528	C	36	0	2
230.760	G	79	7	5
231.015	F	41	5	2
231.271	D	38	2	2
231.526	F	29	5	1
231.758	E	76	4	5
232.014	F	41	5	2
232.060	C	36	0	2
232.269	D	86	2	6
232.501	E	40	4	2
232.757	C	36	0	2
233.012	B	35	11	1
233.268	G	43	7	2
233.523	F	29	5	1
233.755	F	65	5	4
233.895	G#	32	8	1
234.011	D#	39	3	2
234.266	G#	68	8	4
234.498	C	36	0	2
234.638	C	84	0	6
234.754	C	84	0	6
235.009	D	38	2	2
235.265	F	41	5	2
235.311	C	36	0	2
235.520	B	35	11	1
235.752	A	81	9	5
235.892	D	86	2	6
236.008	D	38	2	2
236.263	C	84	0	6
236.518	C#	37	1	2
236.751	A#	34	10	1
237.006	A#	34	10	1
237.145	C#	25	1	1
237.261	F	41	5	2
237.517	A#	34	10	1
237.772	D#	39	3	2
238.005	C#	37	1	2
238.260	D	38	2	2
238.515	F	29	5	1
238.748	C	60	0	4
238.771	G#	44	8	2
238.887	B	47	11	2
239.003	F	41	5	2
239.258	D	38	2	2
239.514	F	41	5	2
239.769	A	81	9	5
240.001	C	36	0	2
240.257	F	29	5	1
240.280	A#	82	10	5
240.512	E	40	4	2
