time	chordName	chordKey	chordMode	chordNotes
50.480	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
50.759	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
50.852	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
51.200	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
51.479	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
51.502	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
51.618	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
51.757	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
52.013	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
52.268	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
52.361	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
52.454	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
52.733	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
52.988	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
53.011	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
53.452	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
53.754	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
53.894	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
53.963	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
54.242	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
54.288	Em	4	0	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]
54.497	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
54.520	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
54.962	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
54.985	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
55.263	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
55.356	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
55.635	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
55.705	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
56.007	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
56.169	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
56.308	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
56.517	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
56.773	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
56.959	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
57.214	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
57.516	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
57.655	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
57.980	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
58.143	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
58.259	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
58.445	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
58.491	Em	4	0	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]
58.700	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
59.002	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
59.072	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
59.768	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
59.861	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
60.233	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
60.418	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
60.488	C#m	1	0	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]
