time	MFCC	ZC	noteName	noteMIDI	noteKey	noteOctave	chordName	chordKey	chordMode	chordNotes	RMS
236.286	[0.041191199548366461, -0.1000519473235873, 0.032281059313999737, -0.036977879437355879, 0.069954281683584141, 0.069305164201180061]	0.144	A	57	9	3	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.346
236.379	[-0.059702257052589087, -0.050153382152380258, 0.06518269569828139, -0.0021333684269523923, 0.018664340549033157, 0.079494476325001867]	0.227	A#	82	10	5	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.301
236.449	[-0.026916490098384975, -0.046897104471196022, -0.0048437797187978627, -0.020797255518466153, 0.044087660469088755, 0.089563622782929411]	0.241	G	43	7	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.231
236.751	[0.19443440738253101, 0.083072624476926107, -0.035995869678432803, -0.11662754718842012, 0.020381608669931543, -0.041873495979152506]	0.181	D	50	2	3	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.506
236.844	[0.098624316264502118, 0.063096243644697944, 0.0030102257300775952, -0.13940906611937007, 0.034114410418218173, -0.048218706780482803]	0.242	D#	51	3	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.437
236.913	[0.058098510725937851, 0.07440881658052631, -0.035365371401359154, -0.1180005140208213, -0.039957441540994981, -0.0023235086861641196]	0.218	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.318
237.238	[0.042187593204981666, 0.10571780241378129, -0.21043807181186427, -0.096588882388404115, 0.014347909676329844, -0.034959395009639953]	0.252	A	57	9	3	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.233
237.331	[-0.011322337207655195, 0.037450085420483725, -0.18043384641059501, -0.11393707152612857, 0.0044718206055681282, -0.050413812173193906]	0.289	A#	94	10	6	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.190
237.494	[0.12826824403020187, 0.053208094548105531, -0.067855264742816085, -0.063072358689829772, 0.051162136475562892, -0.0037363080924015298]	0.175	G	55	7	3	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.393
237.633	[0.10379830402336192, -7.444626304422209e-05, -0.059944868837072833, -0.019017171761646419, 0.051818737987078305, -0.021227839905426402]	0.074	D#	39	3	2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.292
237.981	[0.043989599487312472, 0.038999796662448329, -0.0607675042643036, 0.015221468325641451, 0.019368704106074268, -0.031736325573735902]	0.144	D#	39	3	2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.289
238.260	[0.091316199543015397, 0.072115279072505672, -0.034206124159404702, 0.0051430460578345601, -0.05198745205568947, -0.013046993937111527]	0.206	C#	61	1	4	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.666
238.376	[0.061486404569225668, 0.091723940141738555, -0.027490384807624738, -0.031388605130207484, -0.0218445411528191, -0.021265886486509948]	0.103	F#	42	6	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.636
238.608	[0.31021747873158462, 0.0026374220243503489, -0.03584770803317297, 0.035679075026141621, 0.01786876304041362, -0.067863948741869976]	0.055	G	43	7	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.477
238.678	[0.13636763317777231, -0.024950075578739499, -0.078413206343883643, 0.0018314385726549906, -0.005051387149281, -0.021829822016574189]	0.084	F	41	5	2	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.368
238.980	[0.24734324668265018, 0.021389655671550548, -0.15475772172274485, -0.15876235264149727, -0.064427112381268012, 0.14379677738410537]	0.332	F	41	5	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.339
239.003	[0.062578827308968382, 0.027233627143761336, -0.13952642948899344, -0.05652383957555869, 0.047747820038528566, 0.0044260958024572774]	0.080	G#	56	8	3	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.354
239.328	[0.10483637089473104, -0.023509808815566986, -0.098116085612356352, -0.020001790005593323, -0.00012938022748593245, 0.054676688154169262]	0.047	A	57	9	3	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.394
239.398	[-0.024662257388370974, -0.094666960723902543, -0.11686909879478299, -0.049133680176045878, -0.011950915201859836, 0.021598567022212727]	0.107	G#	56	8	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.268
239.723	[0.10928978727070164, 0.16462416768715271, 0.049412683113241561, -0.094553164383252522, -0.091545934883181246, -0.099827684985309126]	0.221	C#	49	1	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.527
239.839	[0.090554537521864431, 0.13799483802607088, -0.10088022502585826, -0.075000771668246244, -0.0088867070430917253, -0.084564778676169114]	0.122	C#	49	1	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.501
239.955	[0.13227863150356514, 0.039621858281536984, -0.077498143765300315, -0.081288458205630354, -0.032350603670997853, -0.056670764809485692]	0.074	C#	49	1	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.398
240.257	[0.057381926367270984, 0.019875601581221612, -0.072700975965153791, -0.045182940943556064, -0.0097705613228571547, -0.048334238814329904]	0.100	C#	49	1	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.271
240.489	[0.20972985324680071, 0.19065774652495374, -0.027354462092660552, 0.0013443069168606737, 0.094668092153973635, -0.084393874548238004]	0.381	D	62	2	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.246
240.512	[0.084568927714929007, 0.073566750563901259, -0.00199931321415951, -0.0015803793847215333, -0.047192537143131159, 0.028280894607215674]	0.131	G	43	7	2	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.346
240.791	[0.17657659958260258, 0.039897788519007923, -0.075262752006738085, -0.057088269627630167, 0.018767751432128048, -0.044941546573776796]	0.047	C#	49	1	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.267
240.977	[0.16280802788681265, 0.060013786606732886, -0.013320438684640831, 0.0077801982591469299, 0.034076896519944069, 0.020459812498113097]	0.108	C#	37	1	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.265
241.255	[0.25904447646020407, 0.09024412781936926, -0.065368155269646941, -0.032148375396383148, 0.018802673099478733, -0.12343656229645517]	0.094	F	41	5	2	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.675
241.371	[0.24502444984959679, 0.083441788218169985, 0.033041715118325099, 0.027017500492832948, 0.013037755565143028, -0.042927085941527089]	0.050	G	43	7	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.603
241.441	[0.12430707278003499, 0.075991127824246621, -0.012628828964106621, 0.0031254001055704213, 0.0018445004615747853, -0.047940551986451398]	0.024	F#	42	6	2	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.475
241.697	[0.1224715817679167, 0.056040981360259708, 0.039642230686836276, -0.03597296014124933, 0.038547638994789211, -0.074939139219745557]	0.075	F#	42	6	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.292
241.998	[0.23357659660154875, 0.32724226011978208, -0.041121920520391923, 0.015056729906645867, 0.10274617304627275, -0.028006768308787702]	0.517	A#	94	10	6	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.226
242.022	[0.00046350843577289364, 0.074593712079009999, -0.068934027046296392, -0.032919232142239477, 0.042771675741326301, 0.028363732310618204]	0.129	F#	30	6	1	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.195
242.741	[0.085294531628450881, 0.10240761482778074, 0.041288844880234023, -0.075425789411289287, -0.018172583977070521, -0.022034376194908525]	0.156	C#	37	1	2	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.585
242.927	[0.083733701830636567, 0.043063489815935461, -0.0054459361399359961, -0.054971847449070937, 0.00052423574643800186, -0.017256068018364417]	0.082	C#	37	1	2	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.391
243.043	[0.1047137165529058, 0.0094512185104253105, -0.040421637906007855, -0.067577808907392803, 0.057445901867523262, -0.034509395220557855]	0.154	C#	49	1	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.246
243.229	[0.046235180248444412, 0.092645016292244975, -0.034794500626300878, -0.040408330842012397, 0.038946909073809578, 0.062756821865834478]	0.157	C#	37	1	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.191
243.508	[-0.01749104231454494, -0.033981783868823584, -0.069772641208529856, -0.012119131853424338, 0.086103520110867887, -0.0071826966099640685]	0.267	F#	42	6	2	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.332
243.740	[0.22384736751327758, 0.093480625173295945, -0.08596351583297962, 0.084542458571487331, 0.072946839759152768, -0.022369218472626674]	0.279	F#	102	6	7	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.541
243.763	[-0.01225919820996409, -0.0049822529011939697, -0.052862807105895526, 0.11657876039981752, -0.022984833719614416, 0.0448727065972572]	0.326	F	29	5	1	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.362
243.902	[0.097418117688604366, 0.13702039059141621, -0.10344089529809926, 0.14325607345777164, 0.093498821581584859, -0.028570686700646292]	0.239	A#	70	10	4	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.262
244.019	[0.094485439225148515, 0.0022361759058009681, -0.09717457606940659, -0.0059337557231160434, 0.085280670805969849, -0.022553541565508647]	0.200	F#	42	6	2	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.198
244.274	[0.13545555170653095, 0.031744168668340768, 0.0093300390843112941, -0.0016940865476578817, -0.029283058405475487, -0.083186734186668859]	0.276	G	31	7	1	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.199
244.413	[0.00710634399816966, -0.087721156435577805, -0.024966377075338921, -0.010912141596548162, 0.032905714957876059, -0.012999741395074928]	0.078	G#	56	8	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.311
245.017	[0.11632185236809157, 0.031884218975858879, -0.09382959889071954, -0.076258177601753657, 0.026614128276590567, -0.010591828398783573]	0.103	F	-19	5	-3	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.105
245.760	[0.12612128895726396, -0.01493680008350874, -0.043597109330730341, -0.13658432444168461, -0.035091269135389923, -0.033160441477446859]	0.176	F#	42	6	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.228
246.248	[0.11771657070120049, -0.053297539678614593, -0.091793810817018082, -0.11075931080906153, -0.054150946409152662, -0.029475131434509524]	0.104	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.250
246.503	[0.078812762247021897, -0.062620448243280558, -0.012051378910638599, -0.06408314661604643, -0.035902526698595033, -0.046608831109231932]	0.087	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.186
246.875	[0.037298225742218027, -0.015957025512158971, -0.064832759360864189, -0.064420647927181593, -0.10982416568103837, -0.1132034020736933]	0.332	C	48	0	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.179
246.991	[0.18368883058995303, -0.15425028039619504, -0.31346837510049952, -0.21849919601212947, -0.21008197445358193, -0.16725047761100995]	0.249	A	45	9	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.260
247.037	[0.10473882517325768, -0.04837741393128088, -0.082239455572863163, -0.066067240104058969, -0.07055658368976625, -0.13079698196320569]	0.089	G	43	7	2	Em	4	0	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]	0.346
247.246	[0.08894830258803707, -0.061312502659814812, -0.0026008114224551678, -0.022149044270312352, -0.021825789463251314, -0.02356023655483681]	0.219	D#	39	3	2	Em	4	0	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]	0.551
247.409	[0.042871757995708547, -0.062961197606074729, 0.068910670632203505, -0.044389453120881342, -0.083789439408269814, -0.069846950495904031]	0.181	F	41	5	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.475
247.525	[0.023336897243248073, -0.072953417301121912, 0.02100512350110369, -0.008447731691298253, -0.0046817409967152947, -0.043634681699504595]	0.199	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.338
247.757	[0.06289579802046863, 0.017846013930575676, 0.011990018904322294, -0.073765977365064753, -0.012927730517868165, 0.015956442798062184]	0.192	E	64	4	4	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.279
247.989	[-0.0035256611106778838, -0.032470265727041078, -0.025230730997346438, -0.030601536398728743, -0.0035558030116657658, -0.027799183273698919]	0.264	C#	1	1	-1	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.381
248.105	[-0.013946321126681135, -0.04087042118562486, -0.027714909366301169, -0.017655568116652962, 0.012294125877087149, -0.031931807661088607]	0.207	G#	56	8	3	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.230
248.477	[-0.059034024575510151, -0.13586811824308878, -0.090104228760441496, -0.051818269954304039, 0.025956135536634371, -0.031097391556419125]	0.218	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.260
248.732	[0.28917329944310932, -0.001744547545901782, -0.058068774386340991, -0.022029941343660198, 0.062366316397358387, -0.04400595722582698]	0.370	A	57	9	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.226
248.755	[0.14399838917780292, -0.017522991983979327, 0.010066637531940715, -0.029576223971501007, -0.030961620719763806, -0.056218334831957095]	0.118	G#	68	8	4	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.516
248.895	[0.070095645268134096, 0.034270378013640031, -0.032846671393074095, -0.053784539957540865, -0.005879356535690404, -0.043886706983082294]	0.083	B	59	11	3	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.378
249.173	[0.18833081945516586, 0.063157740250598657, -0.032627748358878578, -0.10934245455610829, -0.022245873775924834, 0.024513907269149433]	0.102	C	36	0	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.308
249.220	[0.14265130901524808, -0.015229633009811137, -0.020256449877272393, -0.037018744100943059, -0.039371821775273451, -0.026957961790832791]	0.121	B	35	11	1	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.348
249.498	[0.11745892107025986, 0.12408580093638483, -0.049655914024803106, -0.022259449084702738, -0.014340437384351644, -0.06519165722032795]	0.337	A#	70	10	4	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.379
249.568	[0.031172860648238435, 0.078413081183245192, 0.026885327447401651, -0.10589238267075758, 0.030883686744869326, -0.058965514479383641]	0.193	G#	92	8	6	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.314
249.707	[-0.016271712796100669, -0.0031293702232153952, 0.030747198754109334, -0.028490410166356617, -0.030158419582775375, -0.032731557400391173]	0.199	B	35	11	1	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.190
249.986	[0.00917855276186153, -0.062181229850909486, -0.0077592126685686498, -0.013480749019398247, 0.013963555691919656, 0.0060858791963782338]	0.188	G#	56	8	3	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.293
250.241	[0.16516865340726794, 0.035480691720249098, 0.014811744178020093, -0.058299786359492262, 0.036339149275965502, -0.0056202233946205634]	0.302	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.402
250.265	[0.039082054115220977, -0.0054100007679171004, -0.00081078312863479122, -0.011622682835944356, 0.0062880951856926146, -0.039970194476247299]	0.249	F	29	5	1	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.445
250.427	[0.10665191853319614, -0.005554587311772911, 0.064535960559458289, -0.048557138103511678, -0.0031656647404478275, -0.025940505941023186]	0.130	D#	27	3	1	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.298
250.752	[-0.002810177113289829, -0.016492626617248814, 0.013233456451207741, 0.036227186400897483, -0.03054969288947245, -0.048799998288813692]	0.140	E	40	4	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.333
251.008	[0.0069630793247422475, -0.012485124895284895, -0.022836562768698384, -0.0052988332884448602, 0.013947445003937355, -0.023939008245699674]	0.385	G#	68	8	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.334
251.101	[0.02243136132938834, -0.050775781015360497, -0.028541442386827973, -0.056977313011018299, 0.065125463070734774, -0.04351781301451367]	0.239	E	28	4	1	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.191
251.472	[0.10743307460176781, 0.029362438008780814, -0.082365158734052479, -0.10786266260760864, 0.0056034841068165154, -0.066260043301202026]	0.137	G#	44	8	2	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.266
251.588	[0.052087945937655096, -0.027002889089500385, -0.065124665811167493, -0.088623781121988265, -0.012465421746121081, -0.024696543298710114]	0.120	E	52	4	3	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.236
251.751	[0.23254053383428219, 0.080990849328783671, -0.013422159214649794, 0.010652923224707039, 0.014639681297821002, -0.023045526586232167]	0.313	A#	70	10	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.592
251.774	[0.02784347594916459, -0.026327973915084749, -0.033665366773704117, -0.047782779453632435, -0.047743034504601517, -0.055756725880418953]	0.128	G#	56	8	3	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.638
251.890	[0.070618038047825599, 0.013853543470031563, -0.011717098572294828, -0.049815366109256305, -0.081501632319881723, -0.034868507223082892]	0.065	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.438
252.215	[0.16168457028015812, 0.063408131019383071, -0.025726434126730948, -0.080850062222280084, -0.044633123551575726, -0.044800997430404291]	0.126	A#	46	10	2	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.369
252.308	[0.10547106692870012, -0.03623110925767966, -0.04243357658546016, -0.05039952332068675, -0.028434521351511748, -0.05842492078885355]	0.068	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.384
252.494	[0.060000864627780245, -0.062089776955864581, -0.027477280319432761, -0.042584830880577573, -0.06137985737151138, 0.023985217298427491]	0.295	F#	66	6	4	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.388
252.610	[0.080371336541049318, -0.015974983421845935, 0.019934974085790057, -0.059600854657278934, 0.0033017674510414452, -0.031824540359424551]	0.155	D#	63	3	4	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.276
252.912	[0.18315651895962023, 0.068130274291670262, -0.084387288789368076, 0.014109299448946653, 0.053447155446693137, -0.045940540013399804]	0.205	F	29	5	1	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.249
252.981	[0.012074900412037444, 0.02125416553128541, -0.046759104979932041, -0.032551053402317419, 0.01997018927166214, -0.032024937288181607]	0.227	G	43	7	2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.313
253.260	[0.17132970170112849, -0.019932243699608922, -0.02632220092501579, 0.015295640182803353, 0.0027706634713916176, 0.0088478583320543737]	0.279	D	62	2	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.585
253.283	[0.03460819968165664, -0.038939218820915583, -0.041599730425633197, -0.003184025475892849, -0.0046692710980907872, -0.054266939949445238]	0.157	G	43	7	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.409
253.608	[-0.027262368035215364, 0.0045570519167304506, -0.0080746209807321181, -0.01826868197387398, -0.012257945126515573, -0.011397156610649758]	0.101	B	47	11	2	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.344
253.841	[0.049991640008450307, 0.0081491174991630225, -0.060144652899929651, -0.041952216487577895, 0.068659039287174525, -0.056555355016054784]	0.101	B	47	11	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.370
254.003	[0.055502720253411936, 0.047005664775142175, -0.032134559844120607, -0.059227930563920859, 0.033496638014663439, -0.0082988017867489348]	0.331	D	38	2	2	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.359
254.096	[0.037749572954569287, 0.010310028632969799, 0.041003790693530356, -0.086277112975225695, -0.016745949410281329, -0.058469088233101631]	0.231	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.215
254.398	[0.028761579749998916, -0.0011307483329215018, -0.065676294615387501, -0.046501328399409611, 0.0094620552907687863, 0.011208600086443147]	0.226	C#	97	1	7	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.170
254.514	[0.024275861249685626, 0.031702118385006799, -0.042595697177903388, 0.0040103176332599733, 0.041127911721356519, -0.031389162390921238]	0.215	G#	44	8	2	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.232
254.746	[0.081366224198547471, 0.061217830939667012, 0.0052676214516714902, -0.071374479950034778, -0.010340297821692442, -0.04821534804523607]	0.329	G	43	7	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.533
254.816	[0.010996872975205177, 0.019661767670160812, -0.028093413620124061, -0.03165048903328601, 0.034900232718770748, -0.030880179106963904]	0.244	G	43	7	2	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.405
254.955	[-0.052306944728209355, -0.01575250068362757, 0.011786066456260206, -0.057729383428227123, -0.060942233788936137, -0.028845940417686969]	0.203	F#	30	6	1	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.255
255.211	[0.0019001982750911585, -0.0097073127530500902, 0.054254645223878954, -0.04593171623379743, 0.0010334357063164995, -0.0051685209688322143]	0.209	F	29	5	1	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.263
255.280	[0.037962862153878341, -0.027239466824586521, -0.060790759581137055, -0.0081656406735963402, -0.0098544396210753088, -0.054969971240163881]	0.133	G	31	7	1	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.252
255.489	[0.10720268486215449, 0.068298024150190803, -0.012802728018517699, -0.032873514577635751, 0.016232922361384312, 0.031377674071729388]	0.270	C	48	0	3	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.362
255.605	[0.10162727551387857, 0.0073672390776516475, -0.046018889116841703, -0.0014939493831763004, -0.015315607488584286, 0.037944453995973355]	0.180	B	47	11	2	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.331
255.721	[0.10325726889684166, -0.020151184365049514, -0.019830773206349215, -0.072364016464254208, 0.052868925916146718, 0.018891220819093762]	0.165	B	47	11	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.218
255.977	[0.081323756275496817, 0.059939223313192014, -0.023135762858709247, -0.023477391886173756, 0.028045272036248039, -0.0064018060607078124]	0.235	B	47	11	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.242
256.255	[0.060117716679629347, 0.028234276614647631, -0.014299275214195033, -0.022262061020613542, -0.027978336107962427, -0.044190966967315365]	0.183	G#	44	8	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.598
256.441	[0.047214899349135898, 0.00094147420457993901, -0.029908460491896573, -0.03924270677137312, -0.025733872978578962, -0.014302581720199254]	0.105	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.532
256.720	[0.17207277674799676, 0.036808395167019566, -0.045053330234231727, -0.042303170967224815, -0.077406677947918848, 0.017907383003650974]	0.119	A#	58	10	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.467
256.766	[0.063076308470614989, 0.031201787106874129, -0.021748541040954, -0.04796664397135128, -0.028058836671450434, -0.049813597812681021]	0.135	B	47	11	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.397
256.998	[0.049471253449897272, -0.035011052706009835, -0.04338035388269175, -0.024607643460188289, -0.0087011008220710135, 0.0072750425044281501]	0.259	A#	58	10	3	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.238
257.486	[-0.016382228184226119, -0.064492203753416008, -0.035352961605467761, -0.034469073779635699, 0.061118285122496993, -0.033333271714745309]	0.243	B	59	11	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.235
257.765	[0.13820995804452538, 0.0056671580239231849, 0.062186698604723568, -0.10616033795055871, 0.054872040519283412, 0.022845283160896488]	0.323	F	53	5	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.513
257.811	[0.0057850700934733157, 0.026138949474114031, -0.019962204019032332, -0.0056080287214676011, -0.0024401599969281597, -0.083803038598308857]	0.235	G#	92	8	6	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.408
257.927	[-0.065029252069692914, 0.018104304335094169, -0.010039691920813793, -0.02496066404978731, -0.039016685552622193, -0.017700985066210737]	0.203	D#	39	3	2	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.213
